,flux,unix_time
921,23.0,1651834459.2954593
922,23.0,1651834459.3022118
923,23.0,1651834459.3084245
924,23.0,1651834459.315225
925,23.0,1651834459.3216765
926,23.0,1651834459.327877
927,23.0,1651834459.3342202
928,23.0,1651834459.3402727
929,23.0,1651834459.3465111
930,23.0,1651834459.3534791
931,23.0,1651834459.3595352
932,23.0,1651834459.3660843
933,23.0,1651834459.372412
934,23.0,1651834459.3785956
935,23.0,1651834459.3850095
936,23.0,1651834459.3912864
937,23.0,1651834459.3985424
938,23.0,1651834459.4047298
939,23.0,1651834459.4109845
940,23.0,1651834459.4175115
941,23.0,1651834459.4236891
942,23.0,1651834459.429957
943,23.0,1651834459.4368174
